site_eui,f_is_large_building,floors_cat,building_density,gas_ratio,electricity_ratio,year_built_cat,property_type_office,f_has_natural_gas,property_type_storage
0.48035497729397564,0,0,0,0,0,0,0,0,0
0.7134047258894336,0,0,0,0,0,0,0,0,0
0.7347527302627153,0,0,0,0,0,0,0,0,0
0.9980455085513451,0,0,0,0,0,0,0,0,0
1.0692057039944474,0,0,0,0,0,0,0,0,0
1.4481337980991138,0,0,0,0,0,0,0,0,0
0.28644355323082,0,0,0,0,0,0,0,0,0
0.11743802127336592,0,0,0,0,0,0,0,0,0
0.5159350750155267,0,0,0,0,0,0,0,0,0
0.47679702178146954,0,0,0,0,0,0,0,0,0
1.1545978566919455,0,0,0,0,0,0,0,0,0
0.45011194849030617,0,0,0,0,0,0,0,0,0
0.832597998996981,0,0,0,0,0,0,0,0,0
0.37005672861681616,0,0,0,0,0,0,0,0,0
1.864420832921964,0,0,0,0,0,0,0,0,0
-0.06935749176477755,0,0,0,0,0,0,0,0,0
0.38962575514489456,0,0,0,0,0,0,0,0,0
0.740089799180597,0,0,0,0,0,0,0,0,0
1.3823104002756479,0,0,0,0,0,0,0,0,0
0.7578798480413725,0,0,0,0,0,0,0,0,0
0.5159350750155267,0,0,0,0,0,0,0,0,0
1.236432052987435,0,0,0,0,0,0,0,0,0
-0.5087716783452784,0,0,0,0,0,0,0,0,0
0.15123914114971382,0,0,0,0,0,0,0,0,0
0.6404654170409557,0,0,0,0,0,0,0,0,0
-0.6261860075866157,0,0,0,0,0,0,0,0,0
-0.1636447372064509,0,0,0,0,0,0,0,0,0
0.5532942861424536,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
0.6796036060130857,0,0,0,0,0,0,0,0,0
-0.23836295594214543,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
0.1209960445659582,0,0,0,0,0,0,0,0,0
0.47679702178146954,0,0,0,0,0,0,0,0,0
-0.7578323623961362,0,0,0,0,0,0,0,0,0
2.9709618169130527,0,0,0,0,0,0,0,0,0
-0.14763366601297817,0,0,0,0,0,0,0,0,0
-0.4393904945484722,0,0,0,0,0,0,0,0,0
-0.35044025024459435,0,0,0,0,0,0,0,0,0
0.18681917109117877,0,0,0,0,0,0,0,0,0
-0.08181053966565799,0,0,0,0,0,0,0,0,0
-0.26149000594071653,0,0,0,0,0,0,0,0,0
-0.42871645847178824,0,0,0,0,0,0,0,0,0
-0.14763366601297817,0,0,0,0,0,0,0,0,0
0.028487776969488076,0,0,0,0,0,0,0,0,0
-0.5870478865724722,0,0,0,0,0,0,0,0,0
0.546178239557269,0,0,0,0,0,0,0,0,0
4.121977924835086,0,0,0,0,0,0,0,0,0
-0.0017553197921679332,0,0,0,0,0,0,0,0,0
0.4661230196837789,0,0,0,0,0,0,0,0,0
0.6831615613476915,0,0,0,0,0,0,0,0,0
-0.19032981049761424,0,0,0,0,0,0,0,0,0
0.3576037486739223,0,0,0,0,0,0,0,0,0
0.1067640189977749,0,0,0,0,0,0,0,0,0
0.1992722867721454,0,0,0,0,0,0,0,0,0
-0.19210878816491708,0,0,0,0,0,0,0,0,0
0.0533938724154482,0,0,0,0,0,0,0,0,0
0.2437474089240843,0,0,0,0,0,0,0,0,0
0.11921706689865534,0,0,0,0,0,0,0,0,0
1.5957909866049549,0,0,0,0,0,0,0,0,0
2.1508407280997486,0,0,0,0,0,0,0,0,0
0.06762589798363149,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
0.6867196525982703,0,0,0,0,0,0,0,0,0
0.711625612484058,0,0,0,0,0,0,0,0,0
2.6649730316568645,0,0,0,0,0,0,0,0,0
-0.7133572402441973,0,0,0,0,0,0,0,0,0
-0.11916961505451197,0,0,0,0,0,0,0,0,0
0.4945870706422451,0,0,0,0,0,0,0,0,0
0.17080823563577882,0,0,0,0,0,0,0,0,0
1.2542221018482105,0,0,0,0,0,0,0,0,0
0.36471965969893444,0,0,0,0,0,0,0,0,0
0.15479716462020648,0,0,0,0,0,0,0,0,0
-0.04089337284832476,0,0,0,0,0,0,0,0,0
-0.8289925578214485,0,0,0,0,0,0,0,0,0
0.2722114598825505,0,0,0,0,0,0,0,0,0
0.3593827265191255,0,0,0,0,0,0,0,0,0
-0.08714754062555312,0,0,0,0,0,0,0,0,0
0.24018931767350546,0,0,0,0,0,0,0,0,0
0.5568522416549596,0,0,0,0,0,0,0,0,0
0.9642443872517934,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.27750107713418926,0,0,0,0,0,0,0,0,0
-0.40381039682692105,0,0,0,0,0,0,0,0,0
0.39496282424067664,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.11916961505451197,0,0,0,0,0,0,0,0,0
-0.4892026178382066,0,0,0,0,0,0,0,0,0
-0.4216004456876966,0,0,0,0,0,0,0,0,0
1.3342773217217005,0,0,0,0,0,0,0,0,0
-0.3379872025216143,0,0,0,0,0,0,0,0,0
0.27754852880043224,0,0,0,0,0,0,0,0,0
-0.44828551897886,0,0,0,0,0,0,0,0,0
-0.12094859272181482,0,0,0,0,0,0,0,0,0
-0.15652869044336595,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.3664513214380671,0,0,0,0,0,0,0,0,0
0.40029975742048557,0,0,0,0,0,0,0,0,0
3.029669033302764,0,0,0,0,0,0,0,0,0
-0.5176667027756661,0,0,0,0,0,0,0,0,0
1.3413935049344603,0,0,0,0,0,0,0,0,0
-0.35577725138238986,0,0,0,0,0,0,0,0,0
0.2704324822152477,0,0,0,0,0,0,0,0,0
-0.4304954701180844,0,0,0,0,0,0,0,0,0
-0.13340164062269527,0,0,0,0,0,0,0,0,0
0.4376589685474123,0,0,0,0,0,0,0,0,0
2.0120782936155526,0,0,0,0,0,0,0,0,0
0.9731394116821812,0,0,0,0,0,0,0,0,0
-0.02488236961283863,0,0,0,0,0,0,0,0,0
-0.40914739796471655,0,0,0,0,0,0,0,0,0
-0.34332420348150944,0,0,0,0,0,0,0,0,0
-0.3486612725772915,0,0,0,0,0,0,0,0,0
0.5177141884209024,0,0,0,0,0,0,0,0,0
-0.583489897080973,0,0,0,0,0,0,0,0,0
0.41986891968663675,0,0,0,0,0,0,0,0,0
-0.3895783712587378,0,0,0,0,0,0,0,0,0
-0.35044025024459435,0,0,0,0,0,0,0,0,0
0.10320599570518263,0,0,0,0,0,0,0,0,0
-0.40736842011951335,0,0,0,0,0,0,0,0,0
3.6754475899103207,0,0,0,0,0,0,0,0,0
0.09431097127479485,0,0,0,0,0,0,0,0,0
-0.04267241847361419,0,0,0,0,0,0,0,0,0
1.7754705886180862,0,0,0,0,0,0,0,0,0
0.3060125799367988,0,0,0,0,0,0,0,0,0
4.164673933581649,0,0,0,0,0,0,0,0,0
0.5497361948918746,0,0,0,0,0,0,0,0,0
-0.30240710480006316,0,0,0,0,0,0,0,0,0
-0.6848931553067379,0,0,0,0,0,0,0,0,0
-0.015987345182450846,0,0,0,0,0,0,0,0,0
-0.34332420348150944,0,0,0,0,0,0,0,0,0
-0.2703850303711043,0,0,0,0,0,0,0,0,0
-0.6457550680936874,0,0,0,0,0,0,0,0,0
-0.12272763834710425,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.46073856670184005,0,0,0,0,0,0,0,0,0
-0.17253976163683868,0,0,0,0,0,0,0,0,0
1.4499126393167419,0,0,0,0,0,0,0,0,0
-0.38068334682835,0,0,0,0,0,0,0,0,0
-0.1832137637345293,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.38424137029884264,0,0,0,0,0,0,0,0,0
-0.4109264096110127,0,0,0,0,0,0,0,0,0
-0.5034346772074828,0,0,0,0,0,0,0,0,0
-0.3113021292304509,0,0,0,0,0,0,0,0,0
0.371835706284119,0,0,0,0,0,0,0,0,0
2.1508407280997486,0,0,0,0,0,0,0,0,0
-0.8307715694855347,0,0,0,0,0,0,0,0,0
0.43054292196222776,0,0,0,0,0,0,0,0,0
-0.3682302991053699,0,0,0,0,0,0,0,0,0
0.8148079501362053,0,0,0,0,0,0,0,0,0
-0.5496888110057179,0,0,0,0,0,0,0,0,0
0.7258577058323274,0,0,0,0,0,0,0,0,0
-0.9730919603717392,0,0,0,0,0,0,0,0,0
-0.06579946847218526,0,0,0,0,0,0,0,0,0
-0.3041861504253526,0,0,0,0,0,0,0,0,0
-0.30240710480006316,0,0,0,0,0,0,0,0,0
-0.04445139631881742,0,0,0,0,0,0,0,0,0
0.02137179816438972,0,0,0,0,0,0,0,0,0
-0.08181053966565799,0,0,0,0,0,0,0,0,0
0.5959902948890168,0,0,0,0,0,0,0,0,0
-0.43405349341067667,0,0,0,0,0,0,0,0,0
-0.39847339568912554,0,0,0,0,0,0,0,0,0
1.8715367439469761,0,0,0,0,0,0,0,0,0
0.9446753619690184,0,0,0,0,0,0,0,0,0
0.7222997503198214,0,0,0,0,0,0,0,0,0
0.44833297082300333,0,0,0,0,0,0,0,0,0
1.1243548269987735,0,0,0,0,0,0,0,0,0
3.268055579517858,0,0,0,0,0,0,0,0,0
-0.38424137029884264,0,0,0,0,0,0,0,0,0
-0.8272135631112789,0,0,0,0,0,0,0,0,0
2.8891277558219346,0,0,0,0,0,0,0,0,0
0.7756698969021482,0,0,0,0,0,0,0,0,0
-0.27750107713418926,0,0,0,0,0,0,0,0,0
0.507040050585139,0,0,0,0,0,0,0,0,0
-0.5318987621449424,0,0,0,0,0,0,0,0,0
1.0140564422277403,0,0,0,0,0,0,0,0,0
0.12989106899634598,0,0,0,0,0,0,0,0,0
-0.2081198593583898,0,0,0,0,0,0,0,0,0
-0.13518068624798468,0,0,0,0,0,0,0,0,0
-0.2792800548014921,0,0,0,0,0,0,0,0,0
-0.3255341546207339,0,0,0,0,0,0,0,0,0
-0.4216004456876966,0,0,0,0,0,0,0,0,0
-0.4696335911322278,0,0,0,0,0,0,0,0,0
-0.3486612725772915,0,0,0,0,0,0,0,0,0
-0.08358951733296084,0,0,0,0,0,0,0,0,0
-0.13695966391528755,0,0,0,0,0,0,0,0,0
0.001802703678324723,0,0,0,0,0,0,0,0,0
4.477778902050598,0,0,0,0,0,0,0,0,0
-0.3486612725772915,0,0,0,0,0,0,0,0,0
0.0338247779293832,0,0,0,0,0,0,0,0,0
0.14946009552442438,0,0,0,0,0,0,0,0,0
-0.26149000594071653,0,0,0,0,0,0,0,0,0
-0.22590990821916537,0,0,0,0,0,0,0,0,0
2.2913820055805774,0,0,0,0,0,0,0,0,0
2.7290173160749545,0,0,0,0,0,0,0,0,0
0.9944874169449652,0,0,0,0,0,0,0,0,0
0.7383106857752213,0,0,0,0,0,0,0,0,0
2.828641426026848,0,0,0,0,0,0,0,0,0
1.8430728294381846,0,0,0,0,0,0,0,0,0
-0.3593352746749821,0,0,0,0,0,0,0,0,0
-0.642197044801095,0,0,0,0,0,0,0,0,0
0.7561007346359969,0,0,0,0,0,0,0,0,0
0.4607859505879968,0,0,0,0,0,0,0,0,0
0.6173384350003712,0,0,0,0,0,0,0,0,0
0.1743661911482849,0,0,0,0,0,0,0,0,0
0.055172850260651427,0,0,0,0,0,0,0,0,0
0.09964797241259034,0,0,0,0,0,0,0,0,0
0.026708799124284848,0,0,0,0,0,0,0,0,0
0.21706233563292096,0,0,0,0,0,0,0,0,0
-0.18143478606722646,0,0,0,0,0,0,0,0,0
0.11387999780287325,0,0,0,0,0,0,0,0,0
0.17614516881558775,0,0,0,0,0,0,0,0,0
-0.14763366601297817,0,0,0,0,0,0,0,0,0
-0.02488236961283863,0,0,0,0,0,0,0,0,0
-0.026661347458041853,0,0,0,0,0,0,0,0,0
-0.03555637188842964,0,0,0,0,0,0,0,0,0
-0.12450661619230748,0,0,0,0,0,0,0,0,0
