site_energy_use,electricity_ratio,gas_ratio,floors_cat,year_built_cat
1.4432809514333613,-0.5900629432683837,0.3313885864416749,1,2
-0.10462595032644391,-0.0018055833908891866,-0.03973088981134268,2,5
-0.5421716574079466,6.223815916828749,-0.25651982241166776,1,1
1.4796720184587095,-0.23981102069385776,0.11042185264882531,1,2
0.3285013177206278,-0.561126986666321,0.3131334793909075,2,1
1.3299662505956775,-0.14900060898158937,-0.25651982241166776,2,4
-0.4284787504961899,-0.5923436026972906,0.33282692697531513,1,1
1.1254925925229848,0.24626300534633688,-0.19623233044668423,2,5
1.8159477787189506,-0.27926730963602303,0.13531402152829866,2,4
2.3279568711522907,-0.21487958692612938,-0.23034257493659022,1,2
0.4360799743344273,-0.42631810615143395,-0.25651982241166776,1,2
1.9983008051092324,-0.5903006222404571,-0.25651982241166776,2,1
4.272146566880139,0.0755005385022648,-0.08850176241967318,3,5
-0.2240712473045145,-0.40742054791908394,-0.25651982241166776,1,2
-0.44966846672493005,0.34182373886848016,-0.25651982241166776,1,1
1.970043268113262,-0.15415945847836515,-0.25651982241166776,1,1
-0.04851929624034636,0.3418238197382992,-0.25651982241166776,1,4
3.9138533162032605,-0.010771536339960907,-0.03407446740173736,2,5
-0.1326530348665874,0.12386774981259223,-0.11901567985479401,1,2
0.0720879858489453,-0.3545319210876554,0.1827970504530748,2,5
0.10785904707394581,-0.5268698899796683,0.29152144355837434,1,2
-0.5421716574079466,19.570615981562707,-0.25651982241166776,1,5
-0.2337623811300272,-0.36318129361842794,0.1882536744862974,1,1
0.20184030777472048,-0.6509719047624885,0.3698149247312775,2,1
0.040656904268184337,0.34182424741435957,-0.25651982241166776,1,5
-0.5421716574079466,27.463688796674823,-0.25651982241166776,1,4
0.23063506934236175,-0.5840181099564886,0.3275752195435639,1,1
-0.3573221581498463,0.1699173480505843,-0.14806750145311962,1,4
-0.20443990446911975,-0.3496484451470349,0.17971607869833497,1,2
0.21863922808399597,0.3418240232013893,-0.25651982241166776,1,1
-0.037879500506672,-0.41302747634936693,0.2197005003385964,1,1
-0.11615463845817856,-0.5317387020453479,0.29459307696003373,1,5
-0.08164663103154655,-0.43378989833478204,0.23279930654037775,1,2
0.8779691599630237,-0.6079859967107579,0.3426958506508904,1,1
-0.16115153960700512,-0.29104536700449424,0.1427443245621521,1,5
-0.5421716574079466,24.509974219710983,-0.25651982241166776,1,4
0.23672710942447325,-0.1189616923698625,0.03418041238242415,2,1
1.2285787520889002,-0.1292393310668725,-0.22412988992625008,2,5
6.010967494401353,-0.1511918749210574,-0.038297868665872835,2,1
-0.37193123150501267,0.3418244828614887,-0.25651982241166776,1,4
0.5850884414059757,-0.025999167178519998,-0.024467594694755762,1,5
-0.3113529433132361,-0.15363256554841345,0.056053411896835846,1,1
0.4124044819746522,-0.33073148471319336,0.16778175740134987,1,5
0.5188242013869757,-0.04122912648001129,-0.0148595305117097,1,4
-0.18342566402417923,-0.19332311806512073,0.08109364478372325,1,1
4.11315003861571,-0.14151499924019834,0.04840889765013141,1,2
1.4331950523376635,0.1368996486562664,-0.12723721768400342,1,5
0.35493510744152146,-0.2862039237799253,0.13969017480055587,1,1
1.097673710697529,-0.26046819570930946,0.12345402710149833,1,5
-0.25177418664326684,-0.1452394591251168,0.050758653233068045,1,5
-0.2673594292920444,0.01333075302518386,-0.04928022212398064,1,5
-0.13510123789023967,-0.28883049410943246,0.14134715405158613,1,5
-0.03790485911575121,0.11257931604859502,-0.11189401551349507,1,1
-0.31871207567412835,-1.0215753753198316,0.6116655852556895,2,5
-0.05454620249120513,-0.22519295952776872,0.10119956311582877,1,3
-0.014105194912960807,-0.3414257189236936,0.17452842875358232,1,5
0.46227163810517036,-0.2665132063724528,0.12726760485633948,1,5
1.037194159541945,-0.19433966465001262,-0.21660564516702238,2,2
-0.3143227960897618,-0.2838180474351342,0.13818509123026496,1,5
6.010967494401353,-0.2725350569699275,-0.038297868665872835,3,5
-0.16119789831422807,0.08474759886208307,-0.09433538245825471,1,5
2.8227004082943803,-0.24922553921614765,0.11636126772372692,1,1
0.32928395998497395,-0.42736784572111336,0.22874752638421578,1,2
0.51225607780268,0.32355351839414015,-0.24499329781263948,1,2
6.010967494401353,0.052854185783217496,-0.038297868665872835,3,1
-0.1673972857775619,-0.253103750050202,0.11880794562137105,1,5
0.5599463558350545,0.13981771714316682,-0.1290781550782606,1,5
-0.38802183282907615,-0.5856778713175067,0.32862210819233123,2,1
3.819299840926941,0.24489149099405447,-0.19536704010091693,1,2
0.19061546576547464,-0.6647479191680208,0.3785057832350338,1,1
0.11396974036369731,-0.6002067567089752,0.33778816455314853,1,2
-0.3004239771424956,-0.46428725242732355,0.2520394516370067,1,1
0.5164395168024113,-0.5977243002485539,0.3362220338257488,1,1
-0.5421716574079466,-0.05096059832321372,32.88314183322674,1,1
0.26578246727532034,-0.8053198509561112,0.4671897974172198,1,1
-0.19750234374462067,0.18176174121108676,-0.1555397554062671,1,2
0.5688551521871955,-0.6783878021321332,0.38711097826189855,1,2
0.9389071167442705,-0.13007510543144735,0.041191774353434976,1,5
-0.30337517671138137,-0.5362188273876234,0.29741949590151584,1,1
-0.5421716574079466,-0.05096059832321372,24.434706017182084,1,2
-0.33076131631122824,-0.43309723581546805,0.23236196166002254,1,2
-0.2969662759321695,-0.11567230929963512,0.032105346477605226,1,5
-0.3885181087333217,-0.541644861053002,0.3008429953692468,1,2
0.022415408276554125,0.03614288863729493,-0.0636717397134446,1,5
0.586283831608003,-0.46327612375092,0.251401348352117,2,5
0.36386298370866677,-0.3664660844359657,0.19032586232819657,1,1
-0.503978515172231,0.3418252822217648,-0.25651982241166776,1,1
0.805588130834782,-0.37795153745313226,0.19757183706547998,2,5
-0.2779869724285435,-0.10713662354744605,0.02672045630751092,1,5
0.5983753772323649,-0.016089321399732712,-0.030719607532518085,1,1
-0.38489015128463444,0.08978848254276614,-0.0975158014067501,1,4
0.19915613557860273,-0.480928571388406,0.26253801047498965,1,2
-0.5421716574079466,-0.05096059832321372,-0.25651982241166776,1,4
-0.11677909420675418,-0.889525898309494,0.520313660935305,1,1
-0.3520062530447752,0.03636129006656051,-0.0638096587465628,1,1
6.010967494401353,0.052854185783217496,-0.08427566081588861,2,5
0.5939924830189144,0.2414745019011977,-0.19321142233245803,1,1
-0.07748797153804288,0.3418241567059014,-0.25651982241166776,1,2
6.010967494401353,-0.008689269082163126,-0.038297868665872835,1,5
0.9951438556182889,-0.38559826922368895,0.20239601271300486,3,5
-0.2624708563727847,0.3418240996306833,-0.25651982241166776,1,1
0.39350695388948714,-0.5171980896290332,0.2854197036246015,1,5
5.962004775008595,0.06139082918770819,-0.11951800674904473,1,3
0.5572413968944752,0.007932517229062892,-0.04587449500377363,2,5
0.7307219580167774,0.285340548888784,-0.22088550381668498,1,5
0.6675949924566015,-0.3023943160340934,0.14990442045570362,2,5
6.010967494401353,-0.04198554878427276,-0.038297868665872835,1,5
6.010967494401353,0.052854185783217496,-0.038297868665872835,2,4
-0.2673529067651899,0.0850619391686806,-0.09453376263868132,1,5
-0.48950610247026044,0.01529487494203507,-0.050519770697420224,1,4
6.010967494401353,0.052854185783217496,-0.22593363651499054,2,5
0.6755510122224249,-0.035731409709400336,-0.01832790101605775,2,5
0.4389690879818054,-0.2290701306438515,0.10364569985694473,1,5
-0.04568315526433803,-0.5143646088027591,0.2836322798321742,2,1
-0.38850500272141775,-0.9957850416913949,0.638769018122036,1,1
0.8986994571361109,-0.6582662392056833,0.3744166226809252,3,1
-0.17278431385653487,0.07525706107984723,-0.08834806669671719,2,2
-0.25904713935611645,-0.5138517556494143,0.2833086624970026,1,1
0.03537420613978608,-0.3969769781505669,0.2095747694516665,1,1
0.7234598863417179,-0.10548603318312635,0.025679034363702297,1,5
-0.22315967845795068,-0.25483051010866964,0.11989706453189805,1,5
-0.2718757609941353,-0.024929145296679778,-0.02514264949424907,1,5
-0.09048337479731346,-0.003901999255160852,-0.03840812584954911,1,5
-0.27664068021503635,0.3418239368797326,-0.25651982241166776,1,4
0.007578915135757274,-0.7854279798815721,0.454640425046748,1,1
0.18203724570428692,0.2653999102667109,-0.20830527982598335,2,1
0.12291913487364302,-0.4451404391919446,-0.25651982241166776,3,1
6.010967494401353,0.052854185783217496,-0.25651982241166776,3,1
-0.3142598262744281,-0.22840984135978287,0.10322896717262232,1,1
-0.25484373654755477,-0.18751157519157158,0.07742708015123119,2,5
-0.2184928714517443,0.29199298862629897,-0.22508222495584887,1,5
0.4421335497955557,-0.29549568660327735,0.14555210722975293,1,5
-0.15809070672458822,-0.401626267798997,0.21250781804862234,1,2
2.946380684425972,-0.15361681975535718,0.056043695168342254,2,1
2.546761678930043,-0.729563322172266,0.20530886110773272,1,2
2.3716994964828144,-0.2652657692421338,0.1264807464166602,1,5
2.693738470323704,-0.34770592889303653,0.1784905176769617,2,5
1.2519835291051158,-0.07131013333017103,0.004118040745945173,1,3
0.7107788749726541,-0.564167591650046,0.31505179648849335,1,1
-0.38817989742845693,-0.167062937860432,-0.25651982241166776,1,1
-0.09497233626989336,0.3418240591241124,-0.25651982241166776,1,5
0.6369447243943396,0.341824101791235,-0.25651982241166776,1,2
0.05402393916267468,0.13649109421402195,-0.1269795384729846,1,4
1.7186953184051523,0.3100897889121806,-0.23649934975316883,3,3
2.461590401347473,0.34182413224905156,-0.25651982241166776,3,4
4.327862357020525,0.2505307066598339,-0.19940129167530982,3,1
4.42355014238758,0.3415410583480969,-0.24466979996445357,3,2
3.221170229900018,0.19914268519443648,-0.16650507524752062,3,5
-0.13654734914789873,-0.5216744903391312,-0.25651982241166776,3,1
0.3871358471911145,0.15698139896051885,-0.13990638693917254,3,1
-0.09841970506618358,0.3418238679995928,-0.25651982241166776,2,1
1.2275706254616117,-0.29806397585322003,-0.25651982241166776,3,2
2.7374791449919913,0.29505923245840276,-0.22701686937182292,3,5
0.48961632613248396,-0.042356921953641685,-0.25651982241166776,3,2
4.262145033926185,0.3418240670848269,-0.25651982241166776,3,5
1.6218200674014074,0.33115533164777794,-0.24978912353389374,3,4
-0.08058897587090019,0.2145936574977493,-0.25651982241166776,2,1
-0.047065168980057685,0.320797446842803,-0.24325455397888748,2,1
1.7083682686904225,0.25033173826236105,-0.25651982241166776,3,1
0.6703155566950757,0.3418241057524842,-0.25651982241166776,3,1
2.480005384361794,-0.28322601789069957,-0.25651982241166776,3,1
4.891210197367511,0.2864580499774723,-0.2532632219837299,3,4
2.4430998301714735,0.3418240736015052,-0.25651982241166776,3,4
-0.3326456103133913,-0.03149423589371651,-0.25651982241166776,2,1
-0.10009940812670694,0.3418240570087304,-0.25651982241166776,2,2
1.6650055348305275,0.3276851777453563,-0.25651982241166776,3,4
4.490817754294666,0.2865666957887891,-0.22165907811377208,2,1
3.412214188053861,0.3376607592304967,-0.2538932462197685,3,3
0.6189408434464372,0.023202701382131836,-0.25651982241166776,3,2
4.949687149904176,0.12769152654483315,-0.12142797225489835,3,2
4.468151059102323,0.3418240744782285,-0.25651982241166776,3,5
6.010967494401353,0.052854185783217496,-0.25651982241166776,3,2
0.531250651334129,0.0829963160238443,-0.25651982241166776,2,1
6.010967494401353,0.052854185783217496,-0.25651982241166776,3,4
2.024448944728815,0.0020841864357817245,-0.04218484741662554,3,5
1.0545935790291996,-0.1409509499256872,0.04805312097538531,2,5
1.1313338505912698,0.07463682525376483,-0.08795690258935816,3,5
-0.22160954204069144,-0.23212259719556716,0.10557119265871376,2,1
0.23135571712249264,0.12943384246344516,-0.1225272230557681,1,3
2.9121141324093465,0.34182409710416195,-0.25651982241166776,3,2
3.105723942903003,0.3418241050506569,-0.25651982241166776,2,2
0.020019934091492025,-0.22048729685961183,0.09823106162789164,2,2
-0.01684179115669424,0.34182424741435957,-0.25651982241166776,2,5
0.30260469161321013,0.3418241462652211,-0.25651982241166776,2,5
-0.450000254560007,0.3418244514666724,-0.25651982241166776,2,2
2.3969505753062204,0.34182412972848625,-0.25651982241166776,3,3
0.6341479624122379,0.32811008741476333,-0.24786793299580248,3,5
2.71372958842541,0.3300845559656845,-0.24911359309207567,3,4
2.5289684695037216,0.3418240784387821,-0.25651982241166776,3,3
0.44546753634932823,0.21459709426799684,-0.1762548827223426,1,3
1.9258985625291647,0.3418241073964341,-0.25651982241166776,2,4
1.2617305006371586,0.341824056249198,-0.25651982241166776,2,5
0.09674734347443796,0.2917553413250453,-0.22493254710942667,1,1
3.0948438804441225,0.3418240094345023,-0.25651982241166776,2,4
1.186209149140348,-0.2733535356396238,0.13158312643477743,1,1
-0.1988443384053872,0.2948635401673978,-0.2268935079268933,2,1
2.279588494159827,-0.39489038718826247,0.16904168674470693,3,1
-0.33590118938897123,-0.7906437940089122,0.45793122346035653,1,3
1.1085014710251835,-0.04444463664462446,-0.25651982241166776,2,1
1.7559295591823845,-0.09653963005869835,-0.2346055110950303,3,2
2.744660264184221,-0.3299766504422522,-0.25651982241166776,3,1
5.354044801639003,0.17916967852052765,-0.25651982241166776,3,2
6.010967494401353,-0.4464840889195588,-0.19027315565226413,3,1
0.8685717227205486,0.12782790017971965,-0.12151400486602038,1,3
-0.022088523950100348,-0.2606235566579941,0.12355200482395215,1,2
-0.4430034729491607,-0.9535846500457565,0.6265751023475885,1,1
-0.1802490105714486,0.34182378547350534,-0.25651982241166776,2,5
0.15107036077770433,0.3418242474143597,-0.25651982241166776,2,5
-0.07008718949048386,0.01144491883965882,-0.04809052392073765,1,2
-0.00046159268820030033,-0.504165241752434,0.27719754792902696,1,1
1.650473344998681,0.1742793666829141,-0.15081940155478016,2,1
5.914759735631784,0.06975045743193543,-0.23234553450184867,3,4
3.5556985625452,-0.4675438592776623,-0.18008738653975045,3,1
6.010967494401353,0.052854185783217496,-0.20747068056769802,3,4
0.22667650512362372,-0.1288960275182998,-0.25651982241166776,3,1
0.08386053723938522,0.34182397600765724,-0.25651982241166776,1,1
0.3837293203854086,0.03277571285737166,-0.14487071686497263,1,1
1.7415148967503091,0.34182402053544975,-0.25651982241166776,3,4
0.17857603939775396,0.2636122132049135,-0.25613931228225223,3,1
0.33790680144482993,0.3418241502577405,-0.25651982241166776,2,4
4.050217773530051,-0.3366619710503303,-0.19942377293426386,3,2
0.8640119278254926,-0.24594505636461853,0.06558589090983837,3,1
-0.2411703867236821,0.3418242474143594,-0.25651982241166776,2,1
0.2196697263688135,-0.16396800070632844,-0.25651982241166776,3,1
0.10757242164151681,-0.40408410196939787,-0.25651982241166776,3,1
5.810769931784643,0.08858765520843184,-0.1100384176224948,3,4
-0.12750243314654167,-0.09984705581980902,0.02212139171797206,1,1
0.2923304926534603,0.34182404266736044,-0.25651982241166776,3,1
-0.18955735741207447,0.3418243658294389,-0.25651982241166776,2,1
1.2650319964730485,-0.09665559027454136,0.020108029345218107,1,1
0.6226685589810815,-0.03386327722644708,-0.019506382379473938,2,5
0.33025654798463466,-0.07039177229200398,0.0035387250829560088,1,5
5.480559390000756,0.15270566698846028,-0.21074969030756427,3,4
2.6974464354032,0.3066701779967492,-0.23434194406810777,3,3
1.8083914008789044,0.3418241004390807,-0.25651982241166776,3,2
0.023532467198132435,0.3418240975957961,-0.25651982241166776,3,4
-0.0017539064201217312,0.34182393411822976,-0.25651982241166776,1,5
1.0685661726318458,0.34182403352569757,-0.25651982241166776,3,5
1.2036444120462049,0.3418241486774107,-0.25651982241166776,3,4
0.09301871356687012,-0.5895885372935171,-0.25651982241166776,3,1
-0.2603228419799271,-0.008575608542988167,-0.03546012973972517,1,1
1.9769373961238934,0.0740990527546178,-0.25651982241166776,3,1
1.5973933872058554,0.10543711725120919,-0.2564305884247044,2,1
1.795943981312705,0.22127621231321543,-0.25651982241166776,2,5
-0.5421716574079466,-0.05096059832321372,-0.25651982241166776,2,4
-0.04813827704311169,-0.15299033286047525,-0.25651982241166776,3,4
1.1396113638770062,0.13599297519615317,-0.15748318854414317,1,1
2.0228845136148514,0.3418241800378041,-0.25651982241166776,3,4
6.010967494401353,0.052854185783217496,-0.23036656829658136,2,5
6.010967494401353,0.052854185783217496,-0.2539067407195612,2,5
0.5986663916548268,-0.23730565370298298,0.10884132198557046,2,3
1.4397050218040228,0.34182398623253163,-0.25651982241166776,2,4
-0.31409850041162013,0.34182379925338313,-0.25651982241166776,1,5
-0.2204325612135245,-0.7555465408426723,0.43578892125992946,1,2
-0.4633936691133412,0.34182331374272734,-0.25651982241166776,1,2
1.675725155320426,0.1574535035786204,-0.1402042100755394,1,2
-0.46188621105228767,0.3404199926204234,-0.25563412430867977,1,1
-0.02702656444452296,0.34182424741435957,-0.25651982241166776,2,5
-0.18296890426977888,0.34182401476192575,-0.25651982241166776,2,4
0.13379243097288931,0.3418241215275943,-0.25651982241166776,2,5
0.8236132252345103,-0.46606678602620943,0.25316193628892125,1,5
0.06953249640226557,0.3418241086049613,-0.25651982241166776,2,2
0.17858841391131905,0.34182412919949573,-0.25651982241166776,2,3
0.11842322416684428,0.341823989907159,-0.25651982241166776,2,4
0.021773152735067133,0.34182424741435957,-0.25651982241166776,1,3
-0.04137911047599319,-0.12456894440354084,0.03771794417030917,1,1
0.015954083449726576,0.3418239438102374,-0.25651982241166776,1,4
2.17378603742908,-0.06980345738170657,0.0031675508138237296,1,5
5.345092237302922,0.18108534030523807,-0.2518472581005661,2,1
6.010967494401353,0.052854185783217496,-0.09672466413144334,2,2
-0.19172612807029618,0.34182389005677366,-0.25651982241166776,1,4
1.6856240346741644,0.009234320487379597,-0.04669577526232671,1,5
0.1349587441159484,0.3367480064627474,-0.2533174849626028,2,5
0.8570530622118754,-0.16148958289057286,0.06101044455656199,1,1
3.553813735158831,-0.22157092174198367,0.09215691067624322,1,5
-0.1616687089325533,0.3418242474143594,-0.25651982241166776,2,5
0.4007460443250687,0.3134914840701918,-0.23864532197147242,2,5
-0.21905780152299817,0.22752873993464393,-0.18441346226079292,2,1
3.1112109119425178,-0.0922525030213761,0.01733021255495546,2,5
0.9020776383811875,0.31279661371477596,-0.2382069604548995,2,5
6.010967494401353,0.052854185783217496,-0.038297868665872835,2,5
3.268254095809508,-0.15871234619572014,0.05925833460872364,2,5
0.28689369220834987,0.009299710004422358,-0.04673699536469085,1,5
0.3602858958736252,0.27130249107464416,-0.21202915646477777,2,5
-0.22047959046089136,-0.2735052409497449,0.13167889710933306,1,1
2.4177178131454182,-0.18640010343109495,0.07672598350065249,1,2
4.960543560583434,-0.13886003600985128,0.0032510532397773896,2,5
-0.1400474163036817,0.3418241430783916,-0.25651982241166776,2,2
-0.11358515910576883,0.3418243455161432,-0.25651982241166776,2,2
-0.13059493381121015,0.3418239413539607,-0.25651982241166776,2,2
-0.13159199652612397,0.3418240428952607,-0.25651982241166776,2,2
1.7800814398353182,-0.2131525485357804,0.0936034838906362,1,4
0.47042449188233226,0.2711561020321107,-0.21193684959903222,1,4
0.13815496514924258,-0.33118256497112997,0.1680662557387187,1,1
-0.4235109014444602,-0.0784301466272639,0.008610341208931263,1,5
4.650542854904562,-0.1897749415139403,0.018716600728253298,2,5
1.2128861620589002,-0.03455554098345334,-0.019069616394875116,1,5
0.23874561813226167,0.3418241381424318,-0.25651982241166776,1,5
-0.12066502673626651,-0.49707666131758454,0.27272544541851074,1,1
-0.38625500526848916,-0.3679098679488221,0.19123667374569545,1,5
0.8482239991786661,0.3418241236944826,-0.25651982241166776,1,5
0.28189036548718727,0.34182393646923576,-0.25651982241166776,1,1
0.5131192458424916,0.16820513663434994,-0.1469873010339098,1,5
-0.4608334249274591,0.1537295985643766,-0.13785420348838645,1,5
0.640127107917391,-0.15556084201207868,0.05727001817728365,1,2
1.0801549350646564,0.010862100929619497,-0.04772267765726051,1,4
1.5436036321915914,-0.4351346554582882,0.23364751849168097,1,2
0.49978561603880756,-0.009503351202712167,-0.034874569546243905,1,5
0.052068339312025085,0.3412103799304931,-0.2561326361259394,1,4
-0.08126216769629993,0.34182388169876887,-0.25651982241166776,1,5
0.10352406600168823,0.3418239840939297,-0.25651982241166776,1,5
0.8243053445794271,0.29916170960606975,-0.22979150504970833,1,5
0.49834017532129243,0.25364911065187584,-0.20089194201252306,1,5
5.900328736403475,-0.14329935808561503,-0.24844462212423293,2,4
0.3803312058105991,0.34182406190096964,-0.25651982241166776,2,4
-0.382223946516464,0.1860024527813315,-0.15821529273369297,1,2
-0.42875764947741507,-0.39304828686907,0.2070961462922002,1,2
0.023642009074371247,-0.22352828125166707,0.10014946104748389,2,1
-0.528716202176277,-0.5486426884487956,0.30525862762569567,1,1
1.5265231459800637,-0.19024115026042449,0.07914929467859717,2,5
-0.49970417226435215,0.34182329053898625,-0.25651982241166776,1,4
-0.4194332401524325,-0.14595251991754316,0.05120850862240786,1,5
-0.43444677113077335,-0.46710587863768016,0.2538176702144968,1,1
0.37473536543498953,0.3418240607861628,-0.25651982241166776,3,5
-0.5175735184761059,0.3418250853628751,-0.25651982241166776,1,4
-0.5074436685218838,0.34182313945289217,-0.25651982241166776,1,2
0.1097837411197801,-0.7847205368079655,0.4541941137606789,1,2
0.4790267904305062,0.34182407958284344,-0.25651982241166776,3,2
-0.36998794520973327,-0.3042659244691831,0.151085032735661,1,2
-0.2415884380243197,-0.36006899614057897,0.18629019001413039,1,2
-0.3690750352828816,0.34182401555600217,-0.25651982241166776,1,2
-0.4930874307036391,0.3418239901867429,-0.25651982241166776,1,2
-0.33771948090560416,-0.25087650039954557,0.11740276476550525,1,2
-0.2907167503535288,0.15137761354869922,-0.1363712672065775,2,4
-0.5167749432635672,-0.042225402715216166,-0.014230796398713833,1,4
-0.1072973517807297,0.23451852767433254,-0.18882297269401102,1,1
0.5843393871070205,-0.1190335341289491,0.034225777989407964,1,2
2.100808593321918,0.34073990303564866,-0.2558358556234091,1,1
-0.4270511552902323,-0.3747444473581096,0.19554841856954905,1,3
0.06460579413209473,0.10651349213878569,-0.10806728277444541,1,1
1.6009014094060732,0.3086588195966277,-0.23559663935529077,1,1
1.2375713050008366,-0.31290086614238116,0.156532786844358,1,5
0.7912686851031435,-0.20449929062779035,0.08814438085675197,1,3
0.5479700211990574,0.15590597907543374,-0.25651982241166776,2,5
0.655109047311224,-0.035394107089001356,-0.018540610812118146,1,5
0.10728341883948665,0.3384656356689344,-0.2544010259249865,1,1
-0.16863872989583767,-0.31925358784129676,0.16054044696375772,1,2
0.18269077851183077,0.3066521949185003,-0.2343305719956711,1,5
0.9348360846559385,0.3418240143455067,-0.25651982241166776,1,1
0.4218046623358978,-0.45332709385691555,0.24512474990694577,1,4
2.0071238942393412,0.19377650751421638,-0.16311959078338462,3,1
0.03544820938839705,0.34182410061180163,-0.25651982241166776,1,3
-0.3140497490952473,-0.09929074689687586,0.02177078179911431,1,4
-0.238998415760228,-0.20088674668469922,0.08586529618823455,1,1
0.06958522524085577,0.3418239698189456,-0.25651982241166776,2,4
0.3324106886760799,0.009344710489649998,-0.04676538191676988,1,1
0.5505431885222586,-0.4416045424461876,0.2377291903007954,2,2
0.10803783745959324,0.29367428902487175,-0.22614308639933264,1,2
0.21907867571104414,0.34182413537139794,-0.25651982241166776,2,4
-0.4193600750790014,-0.04990666807548272,-0.00938494401593044,1,2
-0.2851339245525307,-0.2442350715867993,0.11321294922007011,1,2
0.008792409921670479,0.1648200884242409,-0.1448516357032092,2,4
0.2925186706011226,0.3385468721819151,-0.2544522583500876,1,5
0.02456314835753468,0.3418240978615601,-0.25651982241166776,1,5
-0.43806052532004847,-0.52437029123511,0.2899448453685913,1,1
-0.3312318526176764,-0.42390405112076734,0.22656241338789207,1,3
0.8465577678792161,-1.0731222723127216,0.6427758186893001,1,1
1.3504332083667885,-0.026440725905476064,-0.024189139367022203,1,2
0.23061099085537545,0.1212542881874432,-0.11736684096316002,1,2
5.186097659700731,-0.20132424241381994,-0.006952132537784216,2,5
0.23433541464749508,0.34182413753303104,-0.25651982241166776,1,5
-0.4310843170999816,-0.1594817991748012,0.05974396197665263,1,2
