building_type,site_eui,site_energy_use,compliance_status,ghg_emissions_total,property_type_education,property_type_office,property_type_other,property_type_storage,neighborhood_east,neighborhood_north,neighborhood_south,neighborhood_west,property_use_list_office,property_use_list_other,property_use_list_storage,building_density,electricity_ratio,gas_ratio,year_built_cat,floors_cat,f_is_large_building,f_has_natural_gas,f_has_electricity,district_1,district_2,district_3,district_4,district_5,district_6,district_7
0,0.7375823751067513,2.1269235222694327,0,2.163166374361386,0,0,1,0,1,0,0,0,0,1,0,59671.313442895516,0.6413029703023628,0.2457039158151137,2,1,1,1,1,0,0,1,0,0,0,0
0,0.7712586606078512,0.48502920267294286,0,1.5647541751827452,0,0,1,0,1,0,0,0,0,1,0,10947.284150387979,0.3665560715375272,0.5218291633479029,1,2,0,1,1,0,0,1,0,0,0,0
0,2.181459260502084,2.1269235222694327,0,2.163166374361386,0,0,0,0,1,0,0,0,0,1,0,16629.997228333796,0.6580923371288697,0.0,4,2,0,0,1,0,0,1,0,0,0,0
0,-1.1555142725659586,-0.7646863166605757,0,-0.5564537296468255,0,0,0,0,0,0,0,1,0,1,0,29159.985420007288,0.34465679819266765,0.6553426064257476,1,1,0,1,1,0,0,0,0,0,0,1
0,-0.35209082697826893,1.8008001281084964,0,0.3898350486755977,0,1,0,0,0,0,0,1,0,1,0,43819.166236166755,0.7972341655386211,0.06703856797434472,5,2,1,1,1,0,0,0,0,0,0,1
0,0.4777926816484087,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,0,0,1,0,1,0,31299.406242941965,0.7122779689378531,0.2457039158151137,4,2,1,1,1,0,0,1,0,0,0,0
0,0.03999913597128317,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,0,0,1,0,1,0,219095.6559043441,0.7134425764328874,0.04467235567142285,2,1,1,1,1,0,0,0,0,0,0,1
0,1.5049237902200105,0.6626332405652708,0,2.163166374361386,0,0,1,0,0,0,0,1,0,1,0,91212.90878709122,0.46112803028999244,0.0,2,1,0,0,1,0,0,0,0,0,0,1
0,0.3021940687753812,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,0,0,1,0,1,0,43819.166236166755,0.47043393425793073,0.0,1,2,1,0,1,0,0,0,0,0,0,1
0,0.018349964400647057,2.1269235222694327,0,2.163166374361386,0,1,0,0,0,0,0,1,0,1,0,25775.982261649147,0.7134425764328874,0.2457039158151137,5,3,1,1,1,0,0,0,0,0,0,1
0,-0.2462505745817719,-0.42722534545084906,0,0.03878173097346215,0,0,1,0,0,0,0,1,0,1,0,25999.9870000065,0.47438516209637277,0.0,2,1,0,0,1,0,0,0,0,0,0,1
0,-1.3118691364860608,-0.7996688985450766,0,-0.868912044565393,0,0,1,0,0,0,0,1,0,1,0,60695.9393040607,0.9999996432406121,0.0,1,1,0,0,1,0,0,0,0,0,0,1
0,0.177110250986569,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,0,0,1,0,1,0,109547.88272605863,0.7134425764328874,0.0,1,1,1,0,1,0,0,0,0,0,0,1
0,0.2949778006095396,-0.13740265803058968,0,-0.6514714023474035,0,1,0,0,0,0,0,1,0,1,0,33119.98344000828,0.9999996999738078,0.0,4,1,0,0,1,0,0,0,0,0,0,1
0,-0.30879257524445586,2.1269235222694327,0,2.163166374361386,0,1,0,0,0,0,0,1,0,1,0,36515.97308067115,0.7134425764328874,0.2457039158151137,5,2,1,1,1,0,0,0,0,0,0,1
0,0.13381190760475095,-0.2763009504366821,0,-0.4644705534795993,0,1,0,0,0,0,0,1,0,1,0,19053.24523668869,0.8470978111951306,0.15290204496987658,2,1,0,1,1,0,0,0,0,0,0,1
0,0.5619837622337238,0.061710632398151194,0,0.5158614828263642,0,0,1,0,0,0,0,1,0,1,0,16151.66397472267,0.5114879183545885,0.4885121786277326,5,2,0,1,1,0,0,0,0,0,0,1
0,1.1128340112881059,0.12076588660216066,0,0.8862597159286175,0,0,1,0,1,0,0,0,0,1,0,12504.24687393828,0.39058832165675367,0.6094116783430628,2,1,0,1,1,0,0,0,1,0,0,0
1,-1.5067113607197336,-0.9759739735450838,1,-0.8145755910150624,1,0,0,0,0,0,1,0,0,0,0,24822.6583924472,1698176000000.0,0.0,5,1,0,0,1,1,0,0,0,0,0,0
0,-0.5661767544130283,-0.44322465752020235,0,-0.17913305132786353,1,0,0,0,1,0,0,0,0,0,0,22580.99247300251,0.5054201570980369,0.4945798429015854,1,1,0,1,1,0,0,1,0,0,0,0
0,-0.7369643382254238,0.27592167597579437,0,1.3796498866482858,1,0,0,0,1,0,0,0,0,0,0,32350.661274889786,0.30352750950320784,0.608991704209728,1,2,1,1,1,0,0,1,0,0,0,0
0,0.343086989515434,0.009820348769620903,0,-0.6031091138471093,0,1,0,0,0,0,1,0,1,0,0,33144.322285225906,0.9999999999997958,0.0,5,1,0,0,1,0,0,1,0,0,0,0
1,-1.5067113607197336,-0.9759739735450838,1,-0.7717133274814684,1,0,0,0,0,0,1,0,0,0,0,29466.485266757365,2347138000000.0,0.0,4,1,0,0,1,0,1,0,0,0,0,0
1,-0.35209082697826893,0.32345959925474993,1,1.3346065787313452,1,0,0,0,0,0,1,0,0,0,0,130861.86913813087,0.3504973492981053,0.5867126115971982,1,1,1,1,1,0,1,0,0,0,0,0
1,-0.8524263733180785,-0.6472122886223054,1,-0.732644184614564,1,0,0,0,0,0,1,0,0,0,0,19984.993338335553,0.8794028098603384,0.1205969605564955,4,1,0,1,1,0,1,0,0,0,0,0
1,-0.761018932678371,-0.39481551745558574,1,-0.1231845214941898,1,0,0,0,0,0,0,1,0,0,0,46608.97669551165,0.5149138045680964,0.4850861954315573,2,1,0,1,1,0,0,0,0,0,0,1
0,1.6131694652582727,0.3036553935464602,0,-0.5065741928798554,0,0,1,0,1,0,0,0,0,1,0,14130.246467438383,0.9999998427085744,0.0,1,1,0,0,1,0,0,0,1,0,0,0
0,-0.6479623204680274,-0.1198371785560325,0,0.3398606838919605,0,0,1,0,1,0,0,0,0,1,0,103466.94826652585,0.4704517550225732,0.5295481274290806,1,1,1,1,1,0,0,0,1,0,0,0
0,0.18432670268896623,-0.24906337457253225,0,0.28021386140826426,0,0,1,0,0,1,0,0,0,1,0,12847.496788125802,0.387172722535278,0.6128272774644451,5,1,0,1,1,0,0,0,0,1,0,0
1,-0.7971008243577917,-0.19209332445757174,1,0.2577396214581275,1,0,0,0,0,1,0,0,0,0,0,65506.46724676637,0.4558863724742766,0.5441137559088668,2,1,1,1,1,0,0,0,0,1,0,0
1,-0.35449624962003423,1.3921580937183833,0,2.163166374361386,1,0,0,0,0,1,0,0,0,0,0,219095.6559043441,0.33368324930077714,0.32193899809630055,1,1,1,1,1,0,0,0,0,1,0,0
0,-0.40260543852592856,-0.3233497766175306,0,-0.08269295837727685,0,0,1,0,0,1,0,0,0,1,0,23045.992318002558,0.5560253980157782,0.44397429357590945,5,1,0,1,1,0,0,0,0,1,0,0
1,-1.5067113607197336,-0.9759739735450838,1,-0.7877392622982325,1,0,0,0,0,0,0,1,0,0,0,22195.992601335798,2104286000000.0,0.0,4,1,0,0,1,0,0,0,0,0,1,0
0,-0.6864497266777642,0.3335170860429436,0,0.4234041665758018,0,0,1,0,0,0,0,0,0,1,0,38195.99236080152,0.6767466006351562,0.32325324566029895,1,2,1,1,1,0,0,0,0,0,0,1
0,0.35030325768127557,1.9709874009933568,0,2.163166374361386,0,0,1,0,0,0,0,0,0,1,0,36515.97308067115,0.6695365680378509,0.03601700153440296,5,2,1,1,1,0,0,0,0,0,0,1
0,2.181459260502084,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,1,0,0,0,1,0,43819.166236166755,0.7134425764328874,0.2457039158151137,1,2,1,1,1,0,0,0,0,0,1,0
1,-0.8909137335835398,-0.6713307383168142,1,-0.8268084051651369,1,0,0,0,0,1,0,0,0,0,0,27756.486121756938,1.0000001651716643,0.0,4,1,0,0,1,0,0,0,0,0,1,0
0,1.6227915243417204,0.9086346897845048,0,0.7492332318444508,0,0,1,0,0,0,0,0,0,1,0,15288.996177750954,0.7419622456605127,0.2580377543393804,5,1,0,1,1,0,1,0,0,0,0,0
0,-0.6720169149209746,-0.5713206719140649,0,-0.4881775576464102,0,0,1,0,0,0,0,0,0,1,0,18204.99544875114,0.6524240754746442,0.3475756136498989,1,1,0,1,1,0,1,0,0,0,0,0
0,0.17470482834480372,0.6235468346317946,0,1.2390199379307638,0,0,1,0,0,0,0,1,0,1,0,40555.489861127535,0.5281845475269693,0.4718154524729048,5,1,1,1,1,0,0,0,0,0,0,1
1,-0.7730462299048445,0.799237556880252,1,0.6931898739941099,1,0,0,0,0,0,1,0,0,0,0,54773.95505651124,0.7312780305156219,0.2687217427230901,4,1,1,1,1,0,1,0,0,0,0,0
0,-0.37133448425913484,-0.360122632512245,0,-0.22199531486145757,1,0,0,0,1,0,0,0,0,1,0,21109.992963335677,0.6245801138519371,0.3754198861477361,1,1,0,1,1,0,0,1,0,0,0,0
1,0.4008180527654908,2.1269235222694327,0,2.163166374361386,1,0,0,0,0,0,1,0,0,1,0,109547.88272605863,0.7134425764328874,0.2457039158151137,2,1,1,1,1,1,0,0,0,0,0,0
0,2.181459260502084,2.1269235222694327,0,1.1785196632970623,0,1,0,0,1,0,0,0,0,1,0,48149.97592501203,0.7134425764328874,0.15218601747964947,5,1,0,1,1,0,0,0,1,0,0,0
0,1.1248613085145795,0.5286693441192268,0,1.0083982013960275,0,0,1,0,0,0,1,0,0,1,0,67355.93264406736,0.5594217971788054,0.4405781359365961,1,1,0,1,1,0,1,0,0,0,0,0
1,-0.22460149465914073,1.7548733067726676,1,2.163166374361386,1,0,0,0,0,0,0,0,0,0,0,73031.93398935534,0.577476084138741,0.27917857969919907,5,1,1,1,1,0,0,1,0,0,0,0
1,-0.7441806982798161,-0.4729607547124805,1,-0.388039172045801,1,0,0,0,0,0,1,0,0,0,0,26267.99124400292,0.6583120593481525,0.3416879406514475,5,1,0,1,1,0,1,0,0,0,0,0
1,-0.655178680281874,-0.4986907843771152,1,-0.5310398211800043,1,0,0,0,0,0,0,0,0,0,0,22331.325889558037,0.7695532142747719,0.23044657487040135,5,1,0,1,1,0,0,1,0,0,0,0
1,-0.6623951322248169,-0.2803427441926852,1,-0.029399613010285933,1,0,0,0,0,0,1,0,0,0,0,32785.65573811475,0.5575791893333464,0.44242066599594304,5,1,0,1,1,0,1,0,0,0,0,0
0,0.5090637278037532,-0.11987904365743426,0,-0.34640967272888107,0,1,0,0,0,0,1,0,0,1,0,54764.94523505477,0.8391786793973955,0.16082120304850991,1,1,0,1,1,0,1,0,0,0,0,0
0,-0.9799157513409363,-0.5834700300099803,0,0.025790292690049742,0,0,1,0,0,0,1,0,0,1,0,17964.196407160718,0.03459425642627999,0.9654059999713012,5,2,0,1,1,0,1,0,0,0,0,0
0,0.37676345831254365,-0.1473526139032839,0,0.06182493902360239,1,0,0,0,0,0,0,1,0,1,0,26305.486847256576,0.60222258576674,0.39777729278157026,3,1,0,1,1,0,0,0,0,0,0,1
0,-0.7177206809445579,-0.08058763961925754,0,0.30012774490838523,1,0,0,0,0,0,0,1,0,1,0,34899.99127500218,0.5206822622710671,0.4793176253333552,5,1,1,1,1,0,0,0,0,0,0,1
1,-0.6648005548665823,0.7058736508029785,0,1.1857265925637728,1,0,0,0,0,1,0,0,0,1,0,109547.88272605863,0.5732353509102396,0.42676446957766556,5,1,1,1,1,0,0,0,0,1,0,0
0,-0.05140839631642921,1.6550262475766382,0,2.163166374361386,0,0,1,0,0,0,0,0,0,1,0,36515.97308067115,0.6238669798113005,0.0443838215381286,2,2,1,1,1,0,0,1,0,0,0,0
1,-0.7417752753975051,-0.576223669048062,1,-0.414116876629293,1,0,0,0,0,1,0,0,0,0,0,20841.993052668982,0.5610955518927256,0.4389045110443483,5,1,0,1,1,0,0,0,0,0,1,0
0,2.181459260502084,2.1269235222694327,0,2.163166374361386,0,0,1,0,0,0,0,0,0,1,0,25775.982261649147,0.7134425764328874,0.2457039158151137,5,3,1,1,1,0,0,0,0,0,0,1
0,-0.0634356935429028,-0.3234263112560307,0,-0.45669465611288534,0,1,0,0,0,0,1,0,0,1,0,21338.326220557927,0.8196540012031422,0.1803460759075934,5,1,0,1,1,0,1,0,0,0,0,0
0,-0.2486560891120879,2.1269235222694327,0,2.163166374361386,0,0,0,0,0,1,0,0,0,1,0,219095.6559043441,0.7134425764328874,0.2457039158151137,1,1,1,1,1,0,0,0,0,1,0,0
0,2.181459260502084,0.48632128449240714,0,1.268701107147611,0,0,1,0,0,1,0,0,0,1,0,18074.660641779785,0.4603916105014274,0.5213680759094241,2,1,0,1,1,0,0,0,0,1,0,0
0,0.22281401725069808,0.7883940930681456,0,-0.29814221224525417,0,0,0,0,0,1,0,0,0,1,0,31085.492228626943,0.987182605295041,0.012817280627442503,2,1,1,1,1,0,0,0,0,1,0,0
0,2.181459260502084,2.1269235222694327,0,2.163166374361386,0,0,1,0,1,0,0,0,0,1,0,25775.982261649147,0.7134425764328874,0.2457039158151137,1,3,1,1,1,0,0,0,1,0,0,0
0,0.5523618876490155,-0.33366102026434097,0,-0.13314146324425036,0,0,1,0,0,1,0,0,0,1,0,18480.660506446497,0.5826424355573493,0.41735748610259477,5,1,0,1,1,0,0,0,0,1,0,0
1,-0.599853131562133,0.8671270519408726,1,0.246265431441391,1,0,0,0,0,1,0,0,0,0,0,109547.88272605863,0.858287130821177,0.14171275997443072,5,1,1,1,1,0,0,0,0,0,1,0
0,-1.1170269123004974,-0.6978950760509103,0,-0.4421859695627971,0,0,1,0,1,0,0,0,0,0,1,16973.99660520068,0.3493329832533731,0.6506669262704446,1,2,0,1,1,0,0,1,0,0,0,0
1,-0.21257419743266712,2.1269235222694327,0,2.163166374361386,1,0,0,0,0,1,0,0,0,1,0,109547.88272605863,0.7134425764328874,0.1583166282231905,2,1,1,1,1,0,0,0,0,1,0,0
1,-0.655178680281874,0.2573903303697388,1,1.3713998491982355,1,0,0,0,0,0,1,0,0,0,0,86592.45670377165,0.29386327476468505,0.61814182774266,1,1,1,1,1,0,1,0,0,0,0,0
1,-0.55655487982832,0.13085416839282774,1,1.0267000086128053,1,0,0,0,0,0,1,0,0,0,0,145340.85465914535,0.33914058980950157,0.6608594101903165,2,1,1,1,1,1,0,0,0,0,0,0
